real_estate_name;group_type;category_type;property_price;property_name;city_name;abbreviation_uf;neighborhood_name;address;bedrooms_number;suites_number;car_vacancies_number;property_area_size;private_property_area;furniture;floor
conceitoimoveistapejara;;;;VENDE-SE CHACÁRAS EM VILA CAMPOS COM MAIS DE 1000M;Tapejara;RS;;Vila Campos;;;;0.0;;;
conceitoimoveistapejara;;;;CHÁCARA EM VILA CAMPOS DE 2000 METROS;Tapejara;RS;;Vila Campos;;;;2000.0;;;
conceitoimoveistapejara;;;;VENDE-SE CHÁCARA EM VILA CAMPOS;Tapejara;RS;;VILA CAMPOS;;;;3000.0;;;
conceitoimoveistapejara;;;;OPORTUNIDADE DE NEGÓCIO EM BALNEÁRIO PIÇARRAS;Tapejara;SC;;;3;;;;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENO NO BAIRRO SÃO CRISTÓVÃO;Tapejara;RS;;RUA DO COMÉRCIO;;;;807.6;;;
conceitoimoveistapejara;;;;VENDE-SE AMPLO TERRENO NO SÃO CRISTÓVÃO;Tapejara;RS;;RUA DO COMÉRCIO;;;;497.55;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENO NO B. SÃO CRISTÓVÃO;Tapejara;RS;;RUA DO COMÉRCIO;;;;302.55;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENO DE ESQUINA NO B. SÃO CRISTÓVÃO;Tapejara;RS;;RUA DO COMÉRCIO;;;;302.55;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENO NA RUA FIORAVANTE RECH;Tapejara;RS;;RUA FIORAVANTE RECH;;;;389.1;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENO NO LOT. SEBBEN;Tapejara;RS;São Paulo;;;;;0.0;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENOS NO LOTEAMENTO MARCON;Tapejara;RS;Centro;;;;;0.0;;;
conceitoimoveistapejara;;;;À VENDA CHÁCARAS NA LINHA MARCHIORI;Tapejara;RS;Linha Marchiori;;;;;0.0;;;
conceitoimoveistapejara;;;;VENDE-SE TERRENO NO PAIOL NOVO;Tapejara;RS;;PAIOL NOVO;;;;30000.0;;;
conceitoimoveistapejara;;;;VENDE-SE ÁREA RURAL NA CACHOEIRA MÉDIA;Tapejara;RS;;CACHOEIRA MÉDIA;;;;0.0;;;
conceitoimoveistapejara;;;800000.0;APARTAMENTO DE 03 DORMITÓRIOS  NO ED. ATTUALITÁ;Tapejara;RS;Centro;AV. 7 DE SETEMBRO;3;1;2;203.24;169.84;Semi;Alto
conceitoimoveistapejara;;;800000.0;DUPLEX NO EDIFÍCIO AV. CENTER;Tapejara;RS;;AV 7 DE SETEMBRO;3;1;1;190.0;;Semi;Alto
conceitoimoveistapejara;;;790000.0;APARTAMENTO NO ED. INNOVARE TORRE LUA;Tapejara;RS;;RUA NOVE DE AGOSTO;2;1;1;112.87;97.04;Semi;Alto
conceitoimoveistapejara;;;750000.0;APARTAMENTO COBERTURA ED. SOLARE;Tapejara;RS;Centro;AV CORONEL LOLICO;2;1;1;147.4;118.45;Semi;Alto
conceitoimoveistapejara;;;745000.0;ÓTIMO APARTAMENTO NO EDFÍCIO PREMIER;Tapejara;RS;Centro;RUA JULIO DE CASTILHOS;3;;1;;;Sim;Baixo
conceitoimoveistapejara;;;700000.0;VENDE-SE APTO NO ED. MENEGAZ;Tapejara;RS;Bairro Centro;RUA DO COMÉRCIO;3;1;1;;121.08;;Médio
conceitoimoveistapejara;;;650000.0;APARTAMENTO DE 03 DORMITÓRIOS NO CENTRO;Tapejara;RS;Centro;RUA SANTO CANALI;3;1;1;145.54;116.51;Sim;Baixo
conceitoimoveistapejara;;;650000.0;VENDE-SE APTO NO ED. MUNIQUE;Tapejara;RS;Centro;;3;1;1;;;Semi;Alto
conceitoimoveistapejara;;;650000.0;VENDE-SE APTO NO ED. MURANO;Tapejara;RS;Centro;AV. ELISEU RECH;2;;;123.33;103.87;;
conceitoimoveistapejara;;;650000.0;VENDE-SE APARTAMENTO TODO MOBILIADO NO ED. SOLARE;Tapejara;RS;Centro;Rua Cel. Lolico;3;1;1;126.97;100.0;Sim;Alto
conceitoimoveistapejara;;;640000.0;ÓTIMO APARTAMENTO NO EDIFÍCIO PREMIER;Tapejara;RS;Centro;RUA JULIO DE CASTILHOS;2;;2;;80.0;Semi;Médio
conceitoimoveistapejara;;;640000.0;APARTAMENTO NOVO NO ED. SÃO FRANCISCO;Tapejara;RS;Centro;RUA CEL. GERVÁSIO;3;1;1;;;;Médio
conceitoimoveistapejara;;;640000.0;APARTAMENTOS SEMIACABADOS NO ED. SÃO FRANCISCO;Tapejara;RS;Centro;RUA CEL. GERVÁSIO;3;1;1;;;;
conceitoimoveistapejara;;;630000.0;VENDE-SE APTO NO ED. MURANO;Tapejara;RS;Centro;AV. ELISEU RECH;3;1;;131.56;110.8;;Alto
conceitoimoveistapejara;;;600000.0;VENDE-SE APTO NO ED. GRAN LUIGI;Tapejara;RS;Centro;RUA DO COMÉRCIO;3;;1;;;;Médio
conceitoimoveistapejara;;;590000.0;VENDE-SE IMÓVEL EM MEIA PRAIA -SC;Itapema;SC;Meia Praia;RUA 408;2;2;1;;;;
conceitoimoveistapejara;;;580000.0;APARTAMENTO ED. DOM ALFREDO;Tapejara;RS;Centro;RUA SANTO CANALI;3;1;1;126.52;94.36;;Médio
conceitoimoveistapejara;;;580000.0;APTOS DE FUNDOS SEMIACABADOS ED. SÃO FRANCISCO;Tapejara;RS;Centro;RUA CEL. GERVÁSIO;3;1;1;;;;
conceitoimoveistapejara;;;550000.0;VENDE-SE APTO NO ED. MUNIQUE;Tapejara;RS;Centro;RUA CEL. LOLICO;3;;1;;;;
conceitoimoveistapejara;;;550000.0;VENDE-SE APARTAMENTO NO ED. LAFAYETTE;Tapejara;RS;Centro;Rua do Comércio;2;;1;;;;Médio
conceitoimoveistapejara;;;530000.0;VENDE-SE APARTAMENTO NO ED. HENRIQUE;Tapejara;RS;São Cristovão;RUA JULIO DE CASTILHOS;2;1;2;;84.25;Semi;Médio
conceitoimoveistapejara;;;525000.0;VENDE-SE APARTAMENTO NO ED.PROVENCE;Tapejara;RS;;R. Ângelo Dalzotto;2;;2;;;;
conceitoimoveistapejara;;;520000.0;VENDE-SE APARTAMENTO NO ED.SIENA;Tapejara;RS;Centro;R. Padre Nóbrega;2;;1;;76.0;;
conceitoimoveistapejara;;;495000.0;COBERTURA DE 02 DORM EDIFÍCIO VITÓRIA;Tapejara;RS;Centro;Rua nove de agosto;2;;1;99.0;83.0;Semi;Alto
conceitoimoveistapejara;;;460000.0;APTO SEMI-MOBILIADO NO ED. SÃO FRANCISCO;Tapejara;RS;Centro;;2;;1;;;Semi;
conceitoimoveistapejara;;;400000.0;VENDE-SE APTO NO ED. MONTE BELO;Tapejara;RS;Centro;Rua do Comércio;3;1;1;123.37;113.21;;
conceitoimoveistapejara;;;400000.0;VENDE-SE APTO NO ED. MONTE BELO (DE FRENTE);Tapejara;RS;Centro;Rua do Comércio;3;1;1;123.37;113.21;;Médio
conceitoimoveistapejara;;;390000.0;VENDE-SE APTO AO LADO DA PRAÇA CENTRAL;Tapejara;RS;Centro;RUA DO COMÉRCIO;2;1;;113.0;;;Baixo
conceitoimoveistapejara;;;385000.0;POSICIONADO NA ESQUINA;Tapejara;RS;;LOTEAMENTO BIANCHINI NOVO;2;;1;;;;Baixo
conceitoimoveistapejara;;;380000.0;APTO NO ED. MONTE BELLO (FUNDOS);Tapejara;RS;Centro;RUA DO COMÉRCIO;3;;1;;;;Alto
conceitoimoveistapejara;;;380000.0;APTO NO ED. MONTE BELLO (FUNDOS);Tapejara;RS;Centro;RUA DO COMÉRCIO;3;;;;;;Alto
conceitoimoveistapejara;;;370000.0;APTO DE 02 DORMITÓRIOS ED. VITÓRIA;Tapejara;RS;Centro;NOVE DE AGOSTO;2;;1;82.93;;;Médio
conceitoimoveistapejara;;;360000.0;APARTAMENTO DE 01 DORMITÓRIO NO ED. PREMIER;Tapejara;RS;Centro;;1;;1;65.76;52.88;;Médio
conceitoimoveistapejara;;;360000.0;VENDE-SE APARTAMENTO NO ED.VENEZA;Tapejara;RS;Centro;R. Osorio da Silveira;2;;;;79.6;Semi;
conceitoimoveistapejara;;;350000.0;APARTAMENTO NO ED. SAN MARINO;Tapejara;RS;;RUA DO COMÉRCIO;3;;1;;;;Médio
conceitoimoveistapejara;;;;APTO SEMI ACABADO EDIFÍCIO PROVENCE;Tapejara;RS;Centro;ANGELO DALZOTTO;3;1;1;152.03;118.43;;Médio
conceitoimoveistapejara;;;330000.0;VENDE-SE APTO 402 DE ESQUINA NO CINCRIS 3;Tapejara;RS;São Cristovão;Rua Aurélio Sossela;2;;1;;;;Alto
conceitoimoveistapejara;;;300000.0;APTO DE 02 DORMITÓRIOS - 304;Tapejara;RS;São Cristóvão;RUA VALERIANO UHINI;2;;1;;;;
conceitoimoveistapejara;;;300000.0;VENDE-SE APTO DE 02 DORMITÓRIOS NO ED. PLÁTANOS;Tapejara;RS;São Cristovão;Rua Valeriano Ughini;2;;1;;;;Médio
conceitoimoveistapejara;;;290000.0;APTO DE 02 DORMITÓRIOS - 302;Tapejara;RS;São Cristóvão;RUA VALERIANO UHINI;2;;1;;;;
conceitoimoveistapejara;;;290000.0;APTO DE 02 DORMITÓRIOS - 403;Tapejara;RS;São Cristóvão;RUA VALERIANO UHINI;2;;1;;;;
conceitoimoveistapejara;;;280000.0;APARTAMENTO ED. SÃO GERALDO;Tapejara;RS;Centro;RUA 9 DEGOSTO;2;;;;;;
conceitoimoveistapejara;;;270000.0;VENDE-SE APTO NO ED. CINCRIS III;Tapejara;RS;São Cristóvão;RUA AURÉLIO SOSSELA;2;;1;;;;Alto
conceitoimoveistapejara;;;255000.0;APTO 203 NO ED. CINCRIS 3;Tapejara;RS;São Cristóvão;RUA AURÉLIO SOSSELA;2;;1;;;;
conceitoimoveistapejara;;;250000.0;VENDE-SE APTO NO ED.VERONA;Tapejara;RS;Centro;RUA ASSIS BRASIL;2;;1;;;;
conceitoimoveistapejara;;;240000.0;APARTAMENTO NO ED. CINCRIS 3;Tapejara;RS;São Cristovão;Rua;2;;1;78.19;66.54;;
conceitoimoveistapejara;;;238000.0;A POUCOS METROS DA AV. 7 DE SETEMBRO;Tapejara;RS;São Cristóvão;RUA VALERIANO UGHINI;1;;1;;;;
conceitoimoveistapejara;;;228000.0;APTO DE 1 DORMITÓRIO - 201;Tapejara;RS;São Cristóvão;RUA VALERIANO UGHINI;1;;1;;;;
conceitoimoveistapejara;;;220000.0;APARTAMENTO EM PASSO FUNDO;Passo Fundo;RS;;;2;;1;;;;
conceitoimoveistapejara;;;220000.0;VENDE-SE APTO DE 01 DORMITÓRIO NO CENTRO;Tapejara;RS;Centro;AV. SETE DE SETEMBRO;1;;;;60.0;;Médio
conceitoimoveistapejara;;;215000.0;APTO DE 01 DORMITÓRIO NO ED. SAN MARINO;Tapejara;RS;Centro;RUA DO COMÉRCIO;1;;;;;;
conceitoimoveistapejara;;;189000.0;VENDE-SE ÓTIMO APTO NO ED.DORING;Tapejara;RS;Centro;R. do Comércio;1;;;35.0;28.0;;
conceitoimoveistapejara;;;170000.0;VENDE-SE APTO NO ED. ANA PAULA TODO REFORMADO;Tapejara;RS;São Paulo;Rua Egídio Escatula;2;;1;113.73;62.2;;
conceitoimoveistapejara;;;170000.0;VENDE-SE APTO NO RES. ANA PAULA EM TAPEJARA RS;Tapejara;RS;São Paulo;RUA EGÍDIO SCATOLA;2;;1;96.09;50.2;;Baixo
conceitoimoveistapejara;;;170000.0;APARTAMENTO CONDOMÍNIO IZIDORO DANIELI;Tapejara;RS;Izidoro Danieli;;2;;1;;;Semi;Baixo
conceitoimoveistapejara;;;155000.0;VENDE-SE APARTAMENTO NO IZIDORO DANIELI;Tapejara;RS;;;2;;;;;;
conceitoimoveistapejara;;;;APARTAMENTOS EDIFICIO PREMIER;Tapejara;RS;;Rua Júlio de Castilhos;1;;;;;;
conceitoimoveistapejara;;;;APTO MODERNO NO PROVENCE RESIDENCIAL;Tapejara;RS;Centro;RUA PADRE NOBREGA;2;1;2;103.73;80.66;;
conceitoimoveistapejara;;;;RESIDENCIAL MONPANAI EM FRENTE A PRACINHA;Tapejara;RS;;AV. ELISEU RECH;3;1;;;;;
conceitoimoveistapejara;;;;VENDE-SE APARTAMENTOS NA PLANTA.;Porto Belo;SC;Centro;RUA SÃO JOSÉ PETERMANN;3;3;2;;;;
conceitoimoveistapejara;;;;OPORTUNIDADE DE NEGÓCIO EM BALNEÁRIO PIÇARRAS;Tapejara;SC;;;3;;;;;;
conceitoimoveistapejara;;;;VENDE-SE APTOS. NO ED CONTEMPORÂNEO;Tapejara;RS;Centro;AV SETE DE SETEMBRO;2;;;;;;
conceitoimoveistapejara;;;;CASA GERMINADA DE ALTO PADRÃO;Tapejara;RS;Lot. Bianchini;;3;1;1;;;;
conceitoimoveistapejara;;;;VENDE-SE APTO EM PORTO BELLO-SC;Porto Belo;SC;Alto Pereque;Rua João Carlos Abraham;3;1;1;198.0;105.0;;
conceitoimoveistapejara;;;;LÁ GRÁCIA RESIDENCE;Porto Belo;SC;Alto Pereque;R. NEREU RAMOS;3;2;1;;;;JULHO/2026
conceitoimoveistapejara;;;;ED. AIPÊ NO CENTRO DE TAPEJARA;Tapejara;RS;Centro;Rua 15 de Novembro;2;1;1;;;;
conceitoimoveistapejara;;;;APTOS PARA VENDA NO RES. MONET;Tapejara;RS;Centro;Rua do Comércio;2;1;1;;;;
conceitoimoveistapejara;;;1500000.0;CASA EM IBIAÇA;Ibiaca;RS;Centro;;3;;;344.64;;;
conceitoimoveistapejara;;;965000.0;VENDE-SE SALA COMERCIAL DUPLEX;Tapejara;RS;;Rua Leorindo Cavichioli;;;;;114.59;;
conceitoimoveistapejara;;;950000.0;PAVILHÃO 500M2;Tapejara;RS;Centro;;;;;490.7;;;
conceitoimoveistapejara;;;900000.0;SALA COMERCIAL NA FRENTE DO MERCADO CENTRAL;Tapejara;RS;Centro;Rua do Comércio;;;;30.7;;;
conceitoimoveistapejara;;;585000.0;VENDE-SE SALA COMERCIAL NA RUA DO COMÉRCIO;Tapejara;RS;Centro;Rua do Comércio;;;;82.0;;;
conceitoimoveistapejara;;;290000.0;SALA COMERCIAL NO ED CINCRIS 5;Tapejara;RS;;RUA VALERIANO UGHINI;;;;;;;
conceitoimoveistapejara;;;155000.0;VENDE-SE SALA COMERCIAL;Tapejara;RS;Centro;Rua cel lolico;;;;3472.98;2748.5;;
conceitoimoveistapejara;;;110000.0;SALA COMERCIAL NO ED. PROFISSIONAL CENTER;Tapejara;RS;Centro;RUA DO COMÉRCIO;;;;;;;
conceitoimoveistapejara;;;;SALAS COMERCIAIS ED. CONTEMPORANEO;Tapejara;RS;Centro;AV 7 DE SETEMBRO;;;;;;;
conceitoimoveistapejara;;;;CASA DE 02 PISOS COM PAVILHÃO;Tapejara;RS;Centro;RUA CEL GERVASIO;3;;;698.85;;;
conceitoimoveistapejara;;;;VENDE-SE VARIAS SALAS COMERCIAIS PRÓXIMAS A PRAÇA;Tapejara;RS;Centro;;;;;;;;
conceitoimoveistapejara;;;;07 SALAS PARA VENDA NO ED. CONTEMPORÂNEO.;Tapejara;RS;Centro;Av.07 de Setembro;;;;;;;
conceitoimoveistapejara;;;;ED. AIPÊ NO CENTRO DE TAPEJARA;Tapejara;RS;Centro;Rua 15 de Novembro;2;1;1;;;;
conceitoimoveistapejara;;;6500.0;SALA COMERCIAL NO ED. ASTECA;Tapejara;RS;;Rua do Comércio;;;;;;;
conceitoimoveistapejara;;;6000.0;ALUGA-SE ÓTIMO PAVILHÃO;Tapejara;RS;;Av. SETE DE SETEMBRO;;;;;;;
conceitoimoveistapejara;;;3600.0;PAVILHÃO NA RUA SANTO CANALI;Tapejara;RS;Centro;RUA SANTO CANALI;;;1;850.0;;;
conceitoimoveistapejara;;;2600.0;ALUGA-SE CASA NA FRENTE DA PRAÇA CENTRAL;Tapejara;RS;Centro;R. Júlio de Castilhos;;;;;;;
conceitoimoveistapejara;;;2500.0;SALA COMERCIAL AO LADO DO SAÚDE CENTER;Tapejara;RS;Centro;RUA TRANQUILO BASSO;;;;73.0;;;
conceitoimoveistapejara;;;2500.0;ALUGA-SE SALA COMERCIAL;Tapejara;RS;Centro;Rua Tranquilo Basso;;;1;;;;Baixo
conceitoimoveistapejara;;;2200.0;ALUGA-SE CLINICA ODONTOLÓGICA;Tapejara;RS;Centro;RUA CORONEL LOLICO;;;;;53.0;;Baixo
conceitoimoveistapejara;;;2160.0;ALUGA-SE SALA COMERCIAL;Tapejara;RS;Lot. Bianchini;Rua Pedro Rebeschini;;;;160.0;;;
conceitoimoveistapejara;;;2000.0;PAVILHÃO AO LADO DA  AGROMILK;Tapejara;RS;;RUA OSÓRIO DA SILVEIRA;;;;160.0;;;
conceitoimoveistapejara;;;1900.0;SALA COMERCIAL NO ED. MERIDIONAL;Tapejara;RS;;RUA XV DE NOVEMBRO;;;;;120.0;;
conceitoimoveistapejara;;;1500.0;SALA COMERCIAL PRÓXIMA AO GRILO;Tapejara;RS;Centro;RUA JULIO DE CASTILHOS;;;;;;;
conceitoimoveistapejara;;;1400.0;ALUGA-SE SALA COMERCIAL;Tapejara;RS;Centro;Av. Eliseu Rech;;;;;;;
conceitoimoveistapejara;;;1300.0;ALUGA-SE ÓTIMA SALA COMERCIAL;Tapejara;RS;Centro;R. Valeriano Ughini;;;;;;;
conceitoimoveistapejara;;;1200.0;SALA AÉREA NO ED. MERIDIONAL;Tapejara;RS;;RUA DO COMÉRCIO;;;;;80.0;;
conceitoimoveistapejara;;;790.0;SALA COMERCIAL NO ED PROFISSIONAL CENTER;Tapejara;RS;;RUA DO COMÉRCIO;;;;;22.0;;Médio
conceitoimoveistapejara;;;790.0;SALA COMERCIAL NO ED. PROFISSIONAL CENTER;Tapejara;RS;Centro;RUA DO COMÉRCIO;;;;;;;
conceitoimoveistapejara;;;1350.0;ALUGA-SE CASA CENTRAL FRENTE COM BIBLIOTECA;Tapejara;RS;Centro;R. Cel. Gervásio;3;;;;;;
conceitoimoveistapejara;;;1000.0;ALUGA-SE PARTE SUPERIOR;Tapejara;RS;;R. Manoel Teixeira;3;;;;;;
conceitoimoveistapejara;;;;ALUGA-SE ÓTIMA CASA;Tapejara;RS;São Paulo;R. Amélia da Silva;2;;1;;;;
conceitoimoveistapejara;;;2600.0;ALUGA-SE APARTAMENTO COBERTURA NO ED.SOLARE;Tapejara;RS;Centro;Av coronel lolico;3;1;1;;;;
conceitoimoveistapejara;;;2500.0;ALUGA-SE ÓTIMO APARTAMENTO NO ED.NOBLESSE;Tapejara;RS;Centro;RUA INDEPENDENCIA,710;3;1;2;;;Semi;Alto
conceitoimoveistapejara;;;1700.0;ALUGA-SE ÓTIMO APARTAMENTO NO ED. MURANO;Tapejara;RS;;Av. Eliseu Rech;2;;;;;;
conceitoimoveistapejara;;;1450.0;ALUGA-SE ÓTIMO APTO NO ED.SITTA;Tapejara;RS;Centro;R. do Comércio;2;;;;;;
conceitoimoveistapejara;;;1300.0;ALUGA-SE APTO ED.PANORÂMICO;Tapejara;RS;;Av. Valdo Nunes Viêira;1;;1;;;Sim;
conceitoimoveistapejara;;;1100.0;ALUGA-SE ÓTIMO APARTAMENTO NO ED.MILANO;Tapejara;RS;;21 de abril;2;;;;;;
conceitoimoveistapejara;;;1000.0;PORÃO NO CENTRO;Tapejara;RS;Centro;Rua XV de Novembro;2;;1;;;;Baixo
conceitoimoveistapejara;;;900.0;ALUGA-SE ÓTIMO APARTAMENTO NO ED.IZIDORO DANIELI;Tapejara;RS;;izidoro danieli;2;;;;;;
conceitoimoveistapejara;;;750.0;ALUGA-SE APARTAMENTO NO ED.IZIDORO DANIELI;Tapejara;RS;;Condominio Izidoro Danieli;2;;;;;;
conceitoimoveistapejara;;;700.0;ALUGA-SE ÓTIMO APARTAMENTO;Tapejara;RS;;;1;;;;;;
conceitoimoveistapejara;;;700.0;QUITINETE NO ED. CINCRIS 6 AP-602;Tapejara;RS;;RUA VALERIANO UGHINI;1;;;;;;
conceitoimoveistapejara;;;700.0;QUITINETE NO ED. CINCRIS 6 AP-502;Tapejara;RS;;RUA VALERIANO UGHINI;1;;;;;;
